business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Predicted_date
U001,0200769623,WAL-MAR us,,2020.0,1930778919.0,2020-04-13,2020-04-11,2020-04-13,2020-04-28,USD,RV,1.0,7995.13,2020-04-13,NAH4,1930778919.0,1,2020-04-26
U001,200718130,SYSCO F in,,2020.0,1930861661.0,2020-05-05,2020-05-06,2020-05-05,2020-05-20,USD,RV,1.0,917.53,2020-05-05,NAA8,1930861661.0,1,2020-05-21
CA02,0140105686,SYSC corporation,,2020.0,2960617185.0,2020-02-28,2020-02-28,2020-02-28,2020-03-16,CAD,RV,1.0,33373.94,2020-03-06,CA10,2960617185.0,1,2020-03-20
U001,0100025470,HACKN systems,,2020.0,1930700688.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,1.0,2205.05,2020-03-25,NAA8,1930700688.0,1,2020-04-10
U001,200772670,ASSOCIAT systems,,2020.0,1930706247.0,2020-03-25,2020-03-26,2020-03-25,2020-04-09,USD,RV,1.0,41896.61,2020-03-25,NAU5,1930706247.0,1,2020-04-07
U001,0200020431,DEC llc,,2020.0,1930599292.0,2020-03-04,2020-03-04,2020-03-04,2020-03-24,USD,RV,1.0,211.44,2020-03-01,NAM4,1930599292.0,1,2020-03-22
U001,0200759878,SA trust,,2020.0,1930856203.0,2020-05-06,2020-05-04,2020-05-06,2020-05-21,USD,RV,1.0,12668.17,2020-05-06,NAH4,1930856203.0,1,2020-05-19
U001,0200769623,WAL-MAR foundation,,2020.0,1930726852.0,2020-03-31,2020-03-31,2020-03-31,2020-04-15,USD,RV,1.0,12181.57,2020-03-31,NAH4,1930726852.0,1,2020-04-13
U001,0200793568,SUPE trust,,2020.0,1930787855.0,2020-04-15,2020-04-15,2020-04-15,2020-04-30,USD,RV,1.0,59837.22,2020-04-15,NAA8,1930787855.0,1,2020-05-01
U001,0200763152,PERFOR trust,,2020.0,1930692794.0,2020-03-26,2020-03-24,2020-03-26,2020-04-10,USD,RV,1.0,23929.36,2020-03-26,NAA8,1930692794.0,1,2020-04-11
U001,0200769623,WAL-MAR ,,2020.0,1930810617.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,1.0,27214.41,2020-04-22,NAH4,1930810617.0,1,2020-05-05
U001,0200726979,BJ'S  llc,,2020.0,1930674447.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,819.64,2020-03-20,NAA8,1930674447.0,1,2020-04-05
U001,0100000222,SMITHFIE corp,,2020.0,1930676536.0,2020-03-25,2020-03-20,2020-03-25,2020-04-09,USD,RV,1.0,27582.42,2020-03-25,NAA8,1930676536.0,1,2020-04-10
U001,0200769623,WAL-MAR trust,,2020.0,1930732051.0,2020-04-02,2020-04-02,2020-04-02,2020-04-17,USD,RV,1.0,41288.22,2020-04-02,NAH4,1930732051.0,1,2020-04-15
U001,0200769623,WAL-MAR co,,2020.0,1930700821.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,16502.49,2020-03-26,NAH4,1930700821.0,1,2020-04-08
U001,0200742791,QUI us,,2020.0,1930800120.0,2020-04-21,2020-04-18,2020-04-21,2020-05-06,USD,RV,1.0,49911.3,2020-04-21,NAA8,1930800120.0,1,2020-05-07
U001,0200769623,WAL-MAR corporation,,2020.0,1930683631.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,1.0,13599.15,2020-03-21,NAH4,1930683631.0,1,2020-04-03
U001,200769623,WAL-MAR ,,2020.0,1930879546.0,2020-05-10,2020-05-08,2020-05-10,2020-05-25,USD,RV,1.0,26390.45,2020-05-10,NAH4,1930879546.0,1,2020-05-23
U001,0200974851,RESTA in,,2020.0,1930603955.0,2020-03-04,2020-03-04,2020-03-04,2020-03-19,USD,RV,1.0,3091.13,2020-03-04,NAA8,1930603955.0,1,2020-03-20
U001,0200331749,SYSC llc,,2020.0,1930832688.0,2020-04-28,2020-04-28,2020-04-28,2020-05-18,USD,RV,1.0,5613.04,2020-04-28,NAD1,1930832688.0,1,2020-05-19
U001,0200769623,WAL-MAR co,,2020.0,1930844817.0,2020-05-02,2020-04-30,2020-05-02,2020-05-17,USD,RV,1.0,54902.66,2020-05-02,NAH4,1930844817.0,1,2020-05-15
U001,0200148860,DOLLA in,,2020.0,1930732754.0,2020-04-03,2020-04-02,2020-04-03,2020-06-07,USD,RV,1.0,9529.46,2020-04-03,NAGD,1930732754.0,1,2020-05-06
U001,0200956366,RICH corp,,2020.0,1930830928.0,2020-04-29,2020-04-27,2020-04-29,2020-05-14,USD,RV,1.0,15272.12,2020-04-29,NAA8,1930830928.0,1,2020-05-15
U001,0200772670,ASSOCIAT co,,2020.0,1930751148.0,2020-04-05,2020-04-05,2020-04-05,2020-04-20,USD,RV,1.0,2096.47,2020-04-05,NAU5,1930751148.0,1,2020-04-18
U001,0200769623,WAL-MAR systems,,2020.0,1930622870.0,2020-03-09,2020-03-09,2020-03-09,2020-03-24,USD,RV,1.0,40427.81,2020-03-09,NAH4,1930622870.0,1,2020-03-22
CA02,0140104429,COSTCO foundation,,2020.0,2960631982.0,2020-05-03,2020-05-03,2020-05-03,2020-05-15,CAD,RV,1.0,15583.53,2020-05-05,CA10,2960631982.0,1,2020-05-19
U001,0200739534,OK llc,,2020.0,1930845056.0,2020-05-01,2020-05-01,2020-05-01,2020-05-16,USD,RV,1.0,42730.65,2020-05-01,NAA8,1930845056.0,1,2020-05-17
U001,0200769623,WAL-MAR llc,,2020.0,1930801249.0,2020-04-20,2020-04-18,2020-04-20,2020-05-05,USD,RV,1.0,776.58,2020-04-20,NAH4,1930801249.0,1,2020-05-03
U001,0200744019,TARG trust,,2020.0,1930630203.0,2020-03-10,2020-03-10,2020-03-10,2020-03-25,USD,RV,1.0,122171.67,2020-03-10,NAA8,1930630203.0,1,2020-03-26
U001,0200754118,ARMY systems,,2020.0,1930855730.0,2020-05-04,2020-05-04,2020-05-04,2020-03-16,USD,RV,1.0,243.69,2020-03-01,NAM3,1930855730.0,1,2020-03-14
U001,0200744019,TARG associates,,2020.0,1930813573.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,1.0,5767.78,2020-04-23,NAA8,1930813573.0,1,2020-05-09
U001,0200769623,WAL-MAR ,,2020.0,1930703566.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,13397.48,2020-03-26,NAH4,1930703566.0,1,2020-04-08
U001,0200418007,AM ,,2020.0,1930705999.0,2020-03-28,2020-03-26,2020-03-28,2020-04-12,USD,RV,1.0,55464.51,2020-03-28,NAA8,1930705999.0,1,2020-04-13
U001,0200759878,SA corporation,,2020.0,1930828295.0,2020-04-29,2020-04-27,2020-04-29,2020-05-14,USD,RV,1.0,14588.26,2020-04-29,NAH4,1930828295.0,1,2020-05-12
U001,0200707822,PUBLI co,,2020.0,1930777612.0,2020-04-10,2020-04-11,2020-04-10,2020-04-25,USD,RV,1.0,46950.36,2020-04-10,NAA8,1930777612.0,1,2020-04-26
U001,0200759878,SA ,,2020.0,1930668163.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,27113.68,2020-03-19,NAH4,1930668163.0,1,2020-04-01
U001,0200769623,WAL-MAR trust,,2020.0,1930798576.0,2020-04-18,2020-04-17,2020-04-18,2020-05-03,USD,RV,1.0,26890.69,2020-04-18,NAH4,1930798576.0,1,2020-05-01
U001,200915438,GROC in,,2020.0,1930709981.0,2020-03-31,2020-03-28,2020-03-31,2020-04-15,USD,RV,1.0,7218.0,2020-03-31,NAA8,1930709981.0,1,2020-04-16
U001,0100001196,DOLLAR systems,,2020.0,1930661326.0,2020-03-17,2020-03-17,2020-03-17,2020-04-01,USD,RV,1.0,34638.37,2020-03-17,NAA8,1930661326.0,1,2020-04-02
CA02,0140105686,SYSC corp,,2020.0,2960628518.0,2020-04-13,2020-04-14,2020-04-13,2020-05-02,CAD,RV,1.0,17154.47,2020-04-22,CA10,2960628518.0,1,2020-05-06
U001,0200439158,POST  llc,,2020.0,1930789562.0,2020-04-17,2020-04-15,2020-04-17,2020-05-02,USD,RV,1.0,17916.0,2020-04-17,NAA8,1930789562.0,1,2020-05-03
U001,0200760666,KEHE  associates,,2020.0,1930730278.0,2020-04-06,2020-04-01,2020-04-06,2020-04-21,USD,RV,1.0,10949.78,2020-04-06,NAA8,1930730278.0,1,2020-04-22
U001,0200149567,RESER us,,2020.0,1930655723.0,2020-03-16,2020-03-16,2020-03-16,2020-04-30,USD,RV,1.0,31500.9,2020-03-16,NABG,1930655723.0,1,2020-05-01
U001,0200744707,PERFOR llc,,2020.0,1930821706.0,2020-04-24,2020-04-23,2020-04-24,2020-05-09,USD,RV,1.0,22380.84,2020-04-24,NAA8,1930821706.0,1,2020-05-10
U001,0200418007,AM co,,2020.0,1930767198.0,2020-04-14,2020-04-09,2020-04-14,2020-06-18,USD,RV,1.0,20630.4,2020-04-14,NAGD,1930767198.0,1,2020-05-17
U001,0200769623,WAL-MAR us,,2020.0,1930696285.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,352.33,2020-03-26,NAH4,1930696285.0,1,2020-04-08
U001,0200275115,SHAWS  llc,,2020.0,1930780910.0,2020-04-14,2020-04-13,2020-04-14,2020-04-29,USD,RV,1.0,96694.9,2020-04-14,NAA8,1930780910.0,1,2020-04-30
U001,0200769623,WAL-MAR corp,,2020.0,1930646678.0,2020-03-13,2020-03-13,2020-03-13,2020-03-28,USD,RV,1.0,14284.87,2020-03-13,NAH4,1930646678.0,1,2020-03-26
U001,0200759878,SA corp,,2020.0,1930862481.0,2020-05-06,2020-05-06,2020-05-06,2020-05-21,USD,RV,1.0,58881.98,2020-05-06,NAH4,1930862481.0,1,2020-05-19
U001,0200769623,WAL-MAR trust,,2020.0,1930852799.0,2020-05-05,2020-05-03,2020-05-05,2020-05-20,USD,RV,1.0,2332.6,2020-05-05,NAH4,1930852799.0,1,2020-05-18
U001,0200761734,H E BUT co,,2020.0,1930630376.0,2020-03-13,2020-03-10,2020-03-13,2020-03-28,USD,RV,1.0,42865.57,2020-03-13,NAA8,1930630376.0,1,2020-03-29
U001,0200794332,COST corp,,2020.0,1930638145.0,2020-03-14,2020-03-11,2020-03-14,2020-03-29,USD,RV,1.0,49467.7,2020-03-14,NAAX,1930638145.0,1,2020-03-30
U001,0200769623,WAL-MAR foundation,,2020.0,1930876146.0,2020-05-08,2020-05-07,2020-05-08,2020-05-23,USD,RV,1.0,37069.01,2020-05-08,NAH4,1930876146.0,1,2020-05-21
U001,0200769623,WAL-MAR foundation,,2020.0,1930717699.0,2020-03-30,2020-03-29,2020-03-30,2020-04-14,USD,RV,1.0,15603.86,2020-03-30,NAH4,1930717699.0,1,2020-04-12
U001,0200759878,SA systems,,2020.0,1930789019.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,1.0,25697.29,2020-04-16,NAH4,1930789019.0,1,2020-04-29
U001,0200769623,WAL-MAR trust,,2020.0,1930826575.0,2020-04-27,2020-04-25,2020-04-27,2020-05-12,USD,RV,1.0,30961.73,2020-04-27,NAH4,1930826575.0,1,2020-05-10
U001,0200739534,OK associates,,2020.0,1930652865.0,2020-03-15,2020-03-16,2020-03-15,2020-05-19,USD,RV,1.0,9744.09,2020-03-15,NAGD,1930652865.0,1,2020-05-12
U001,0200936373,SUPE in,,2020.0,1930584535.0,2020-03-01,2020-02-29,2020-03-01,2020-03-16,USD,RV,1.0,23676.23,2020-03-01,NAA8,1930584535.0,1,2020-03-17
U001,0200769623,WAL-MAR trust,,2020.0,1930832239.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,24855.15,2020-04-28,NAH4,1930832239.0,1,2020-05-11
U001,0200712187,SPAR corporation,,2020.0,1930793418.0,2020-04-15,2020-04-16,2020-04-15,2020-04-30,USD,RV,1.0,41953.12,2020-04-15,NAA8,1930793418.0,1,2020-05-01
U001,0200769623,WAL-MAR corp,,2020.0,1930603895.0,2020-03-06,2020-03-04,2020-03-06,2020-03-21,USD,RV,1.0,14824.14,2020-03-06,NAH4,1930603895.0,1,2020-03-19
U001,0200721222,GO co,,2020.0,1930839676.0,2020-05-01,2020-05-01,2020-05-01,2020-05-16,USD,RV,1.0,140391.71,2020-05-01,NAA8,1930839676.0,1,2020-05-17
U001,0200326954,NEWE foundation,,2020.0,1930624900.0,2020-03-09,2020-03-09,2020-03-09,2020-03-16,USD,RV,1.0,71635.49,2020-03-09,NAD8,1930624900.0,1,2020-03-25
U001,0200820380,SMITH'S corporation,,2020.0,1930661733.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,1.0,57151.45,2020-03-18,NAA8,1930661733.0,1,2020-04-03
U001,0200152991,JET systems,,2020.0,1930791255.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,1.0,606.09,2020-04-16,NAA8,1930791255.0,1,2020-05-02
U001,0200799367,MCL llc,,2020.0,1930584832.0,2020-03-03,2020-02-29,2020-03-03,2020-03-18,USD,RV,1.0,32561.01,2020-03-03,NAA8,1930584832.0,1,2020-03-19
U001,0200722444,PERFOR corp,,2020.0,1930782445.0,2020-04-14,2020-04-14,2020-04-14,2020-05-16,USD,RV,1.0,12469.63,2020-04-14,NA32,1930782445.0,1,2020-05-17
U001,0200771157,WEIS ,,2020.0,1930609706.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,55161.92,2020-03-05,NAA8,1930609706.0,1,2020-03-21
U001,0200769623,WAL-MAR associates,,2020.0,1930614123.0,2020-03-07,2020-03-06,2020-03-07,2020-03-22,USD,RV,1.0,45694.94,2020-03-07,NAH4,1930614123.0,1,2020-03-20
U001,0200769623,WAL-MAR in,,2020.0,1930767683.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,5183.53,2020-04-10,NAH4,1930767683.0,1,2020-04-23
U001,0200148860,DOLLA trust,,2020.0,1930822060.0,2020-04-25,2020-04-24,2020-04-25,2020-05-10,USD,RV,1.0,138254.55,2020-04-25,NAA8,1930822060.0,1,2020-05-11
U001,0200705742,DOT associates,,2020.0,1930650947.0,2020-03-13,2020-03-13,2020-03-13,2020-03-28,USD,RV,1.0,3338.56,2020-03-13,NAA8,1930650947.0,1,2020-03-29
CA02,0140104409,LOB co,,2020.0,2960625470.0,2020-04-06,2020-04-06,2020-04-06,2020-04-25,CAD,RV,1.0,127731.93,2020-04-15,CA10,2960625470.0,1,2020-04-29
U001,0200769623,WAL-MAR foundation,,2020.0,1930748881.0,2020-04-05,2020-04-04,2020-04-05,2020-04-20,USD,RV,1.0,7057.67,2020-04-05,NAH4,1930748881.0,1,2020-04-18
U001,0200793513,KROGER associates,,2020.0,1930647864.0,2020-03-14,2020-03-13,2020-03-14,2020-03-29,USD,RV,1.0,15797.15,2020-03-14,NAA8,1930647864.0,1,2020-03-30
U001,0200769623,WAL-MAR associates,,2020.0,1930729032.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,28521.91,2020-04-01,NAH4,1930729032.0,1,2020-04-14
U001,0200726979,BJ'S  associates,,2020.0,1930593517.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,364.94,2020-03-03,NAA8,1930593517.0,1,2020-03-19
U001,0200770677,KRAS systems,,2020.0,1930823588.0,2020-04-29,2020-04-27,2020-04-29,2020-05-14,USD,RV,1.0,12332.47,2020-04-29,NAA8,1930823588.0,1,2020-05-15
U001,0200705742,DOT ,,2020.0,1930769531.0,2020-04-09,2020-04-09,2020-04-09,2020-05-11,USD,RV,1.0,1299.39,2020-04-09,NA32,1930769531.0,1,2020-05-12
U001,0200706844,WINC associates,,2020.0,1930801827.0,2020-04-22,2020-04-19,2020-04-22,2020-05-07,USD,RV,1.0,39903.34,2020-04-22,NAA8,1930801827.0,1,2020-05-08
U001,0200712105,WALG us,,2020.0,1930837848.0,2020-04-28,2020-04-29,2020-04-28,2020-05-13,USD,RV,1.0,47994.36,2020-04-28,NAA8,1930837848.0,1,2020-05-14
CA02,0140104423,METRO  trust,,2020.0,2960627576.0,2020-04-14,2020-04-14,2020-04-14,2020-04-26,CAD,RV,1.0,60637.71,2020-04-16,CA10,2960627576.0,1,2020-04-30
U001,0200743123,KROGER co,,2020.0,1930652665.0,2020-03-15,2020-03-14,2020-03-15,2020-03-30,USD,RV,1.0,134002.88,2020-03-15,NAA8,1930652665.0,1,2020-03-31
U001,0200744019,TARG ,,2020.0,1930823034.0,2020-04-25,2020-04-24,2020-04-25,2020-05-10,USD,RV,1.0,16304.99,2020-04-25,NAA8,1930823034.0,1,2020-05-11
U001,0200148860,DOLLA systems,,2020.0,1930802746.0,2020-04-20,2020-04-20,2020-04-20,2020-05-05,USD,RV,1.0,34533.76,2020-04-20,NAA8,1930802746.0,1,2020-05-06
U001,0100044037,MERRID associates,,2020.0,1930683671.0,2020-03-20,2020-03-21,2020-03-20,2020-04-04,USD,RV,1.0,38535.24,2020-03-20,NAA8,1930683671.0,1,2020-04-08
U001,0200076137,OLLIE trust,,2020.0,1930605906.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,59516.0,2020-03-05,NAA8,1930605906.0,1,2020-03-21
U001,0200772670,ASSOCIAT corp,,2020.0,1930788741.0,2020-04-14,2020-04-15,2020-04-14,2020-04-29,USD,RV,1.0,1753.63,2020-04-14,NAU5,1930788741.0,1,2020-04-27
U001,200744019,TARG llc,,2020.0,1930683993.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,1.0,58138.56,2020-03-22,NAA8,1930683993.0,1,2020-04-07
U001,0200592182,DECA ,,2020.0,1930754225.0,2020-04-06,2020-04-06,2020-04-06,2020-04-08,USD,RV,1.0,22494.88,2020-04-01,NAM1,1930754225.0,1,2020-04-06
CA02,0140105847,GORDON F llc,,2020.0,2960617054.0,2020-02-27,2020-02-27,2020-02-27,2020-03-09,CAD,RV,1.0,834.0,2020-02-28,CA10,2960617054.0,1,2020-03-13
U001,0200020431,DEC systems,,2020.0,1930817566.0,2020-04-23,2020-04-23,2020-04-23,2020-05-09,USD,RV,1.0,16894.28,2020-04-16,NAM4,1930817566.0,1,2020-05-07
U001,200772670,ASSOCIAT co,,2020.0,1930716493.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,1.0,74629.19,2020-03-28,NAU5,1930716493.0,1,2020-04-10
U001,0200769623,WAL-MAR systems,,2020.0,1930585203.0,2020-02-29,2020-02-29,2020-02-29,2020-03-15,USD,RV,1.0,15559.24,2020-02-29,NAH4,1930585203.0,1,2020-03-13
U001,0200726979,BJ'S  trust,,2020.0,1930604903.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,128.07,2020-03-05,NAA8,1930604903.0,1,2020-03-21
U001,200769623,WAL-MAR in,,2020.0,1930882888.0,2020-05-09,2020-05-09,2020-05-09,2020-05-24,USD,RV,1.0,1986.95,2020-05-09,NAH4,1930882888.0,1,2020-05-22
U001,0200759878,SA llc,,2020.0,1930683287.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,1.0,17028.8,2020-03-22,NAH4,1930683287.0,1,2020-04-04
U001,0200744019,TARG ,,2020.0,1930697996.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,1.0,2599.88,2020-03-25,NAA8,1930697996.0,1,2020-04-10
U001,0200762301,C&S WH foundation,,2020.0,1930818465.0,2020-04-22,2020-04-23,2020-04-22,2020-05-07,USD,RV,1.0,38965.9,2020-04-22,NAC6,1930818465.0,1,2020-05-08
U001,0200756072,REINHA associates,,2020.0,1930637568.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,1.0,27005.03,2020-03-11,NAA8,1930637568.0,1,2020-03-27
U001,0200769623,WAL-MAR associates,,2020.0,1930630726.0,2020-03-12,2020-03-10,2020-03-12,2020-03-27,USD,RV,1.0,74125.34,2020-03-12,NAH4,1930630726.0,1,2020-03-25
U001,0200759878,SA co,,2020.0,1930778097.0,2020-04-15,2020-04-11,2020-04-15,2020-04-30,USD,RV,1.0,13416.05,2020-04-15,NAH4,1930778097.0,1,2020-04-28
CA02,0140104409,LOB co,,2020.0,2960627834.0,2020-04-09,2020-04-09,2020-04-09,2020-04-19,CAD,RV,1.0,48979.93,2020-04-09,CA10,2960627834.0,1,2020-04-23
U001,0200704858,WAKE systems,,2020.0,1930727342.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,9207.28,2020-04-01,NAA8,1930727342.0,1,2020-04-17
U001,200915438,GROC corporation,,2020.0,1930852380.0,2020-05-06,2020-05-02,2020-05-06,2020-05-21,USD,RV,1.0,24322.5,2020-05-06,NAA8,1930852380.0,1,2020-05-22
U001,0200875006,KROGER associates,,2020.0,1930773833.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,105008.86,2020-04-10,NAA8,1930773833.0,1,2020-04-26
U001,0200418007,AM foundation,,2020.0,1930798268.0,2020-04-23,2020-04-17,2020-04-23,2020-05-08,USD,RV,1.0,2280.6,2020-04-23,NAA8,1930798268.0,1,2020-05-09
U001,0200769623,WAL-MAR us,,2020.0,1930651600.0,2020-03-14,2020-03-13,2020-03-14,2020-03-29,USD,RV,1.0,595.23,2020-03-14,NAH4,1930651600.0,1,2020-03-27
U001,0200769623,WAL-MAR in,,2020.0,1930810995.0,2020-04-25,2020-04-24,2020-04-25,2020-05-10,USD,RV,1.0,26037.33,2020-04-25,NAH4,1930810995.0,1,2020-05-08
U001,0200761734,H E BUT corporation,,2020.0,1930679041.0,2020-03-21,2020-03-20,2020-03-21,2020-04-05,USD,RV,1.0,74333.61,2020-03-21,NAA8,1930679041.0,1,2020-04-06
U001,0200769623,WAL-MAR llc,,2020.0,1930728065.0,2020-04-02,2020-04-01,2020-04-02,2020-04-17,USD,RV,1.0,410.82,2020-04-02,NAH4,1930728065.0,1,2020-04-15
U001,0200763489,GENERAL trust,,2020.0,1930758956.0,2020-04-07,2020-04-07,2020-04-07,2020-04-22,USD,RV,1.0,96682.26,2020-04-07,NAA8,1930758956.0,1,2020-04-23
U001,0200519201,KROGE trust,,2020.0,1930623330.0,2020-03-09,2020-03-08,2020-03-09,2020-03-24,USD,RV,1.0,117588.04,2020-03-09,NAA8,1930623330.0,1,2020-03-25
U001,0200769623,WAL-MAR us,,2020.0,1930690877.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,46256.43,2020-03-24,NAH4,1930690877.0,1,2020-04-06
U001,0200769623,WAL-MAR systems,,2020.0,1930808578.0,2020-04-21,2020-04-21,2020-04-21,2020-05-06,USD,RV,1.0,60035.61,2020-04-21,NAH4,1930808578.0,1,2020-05-04
U001,0200744019,TARG ,,2020.0,1930826967.0,2020-04-26,2020-04-25,2020-04-26,2020-05-11,USD,RV,1.0,23616.41,2020-04-26,NAA8,1930826967.0,1,2020-05-12
U001,0200762301,C&S WH co,,2020.0,1930637569.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,1.0,21842.35,2020-03-11,NAC6,1930637569.0,1,2020-03-27
U001,0200769623,WAL-MAR foundation,,2020.0,1930819636.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,1.0,2903.37,2020-04-24,NAH4,1930819636.0,1,2020-05-07
U001,0200769623,WAL-MAR ,,2020.0,1930582027.0,2020-02-29,2020-02-28,2020-02-29,2020-03-15,USD,RV,1.0,9654.67,2020-02-29,NAH4,1930582027.0,1,2020-03-13
U001,0200743123,KROGER systems,,2020.0,1930710108.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,115350.94,2020-03-28,NAA8,1930710108.0,1,2020-04-13
U001,0200508557,FOODL trust,,2020.0,1930833600.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,1525.3,2020-05-05,NAA8,1930833600.0,1,2020-05-21
U001,0200792734,MDV/ co,,2020.0,1930708121.0,2020-03-27,2020-03-27,2020-03-27,2020-04-11,USD,RV,1.0,37158.05,2020-03-27,NAA8,1930708121.0,1,2020-04-12
U001,0200696090,UNITE in,,2020.0,1930670679.0,2020-03-19,2020-03-19,2020-03-19,2020-04-03,USD,RV,1.0,5162.87,2020-03-19,NAA8,1930670679.0,1,2020-04-04
U001,0200230690,DECA corporation,,2020.0,1930857298.0,2020-05-05,2020-05-05,2020-05-05,2020-05-24,USD,RV,1.0,490.7,2020-05-01,NAM4,1930857298.0,1,2020-05-22
U001,0200769623,WAL-MAR corporation,,2020.0,1930710841.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,465.79,2020-03-28,NAH4,1930710841.0,1,2020-04-10
U001,0200076137,OLLIE in,,2020.0,1930594712.0,2020-03-04,2020-03-03,2020-03-04,2020-03-19,USD,RV,1.0,4518.6,2020-03-04,NAA8,1930594712.0,1,2020-03-20
U001,0200769623,WAL-MAR foundation,,2020.0,1930783631.0,2020-04-16,2020-04-14,2020-04-16,2020-06-20,USD,RV,1.0,35697.79,2020-04-16,NAGD,1930783631.0,1,2020-06-13
U001,0200230690,DECA us,,2020.0,1930806440.0,2020-04-21,2020-04-21,2020-04-21,2020-05-09,USD,RV,1.0,546.24,2020-04-16,NAM4,1930806440.0,1,2020-05-07
U001,0200769623,WAL-MAR corp,,2020.0,1930855118.0,2020-05-03,2020-05-03,2020-05-03,2020-05-18,USD,RV,1.0,69465.6,2020-05-03,NAH4,1930855118.0,1,2020-05-16
U001,0200743123,KROGER ,,2020.0,1930878014.0,2020-05-07,2020-05-08,2020-05-07,2020-05-22,USD,RV,1.0,22933.25,2020-05-07,NAA8,1930878014.0,1,2020-05-23
U001,0200915438,GROC llc,,2020.0,1930598600.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,1.0,11636.5,2020-03-05,NAA8,1930598600.0,1,2020-03-21
U001,0200794332,COST trust,,2020.0,1930731999.0,2020-04-04,2020-04-02,2020-04-04,2020-04-19,USD,RV,1.0,34676.16,2020-04-04,NAAX,1930731999.0,1,2020-04-20
U001,0200769623,WAL-MAR ,,2020.0,1930832604.0,2020-04-29,2020-04-28,2020-04-29,2020-05-14,USD,RV,1.0,49674.76,2020-04-29,NAH4,1930832604.0,1,2020-05-12
U001,200769623,WAL-MAR co,,2020.0,1930878041.0,2020-05-08,2020-05-08,2020-05-08,2020-05-23,USD,RV,1.0,17235.51,2020-05-08,NAH4,1930878041.0,1,2020-05-21
U001,0200759878,SA co,,2020.0,1930778480.0,2020-04-15,2020-04-12,2020-04-15,2020-04-30,USD,RV,1.0,12668.17,2020-04-15,NAH4,1930778480.0,1,2020-04-28
U001,0200729942,SA corporation,,2020.0,1930783336.0,2020-04-13,2020-04-14,2020-04-13,2020-04-28,USD,RV,1.0,32096.41,2020-04-13,NAA8,1930783336.0,1,2020-04-29
CA02,140106408,WAL-M associates,,2020.0,2960630298.0,2020-04-25,2020-04-25,2020-04-25,2020-05-06,CAD,RV,1.0,38400.15,2020-04-26,CA10,2960630298.0,1,2020-05-17
U001,0200754278,MBM  corporation,,2020.0,1930671897.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,1.0,7964.46,2020-03-20,NAA8,1930671897.0,1,2020-04-05
U001,0200772670,ASSOCIAT trust,,2020.0,1930623049.0,2020-03-08,2020-03-08,2020-03-08,2020-03-23,USD,RV,1.0,42537.43,2020-03-08,NAU5,1930623049.0,1,2020-03-21
